team_1,team_2,date,score_1,score_2,posse_1,posse_2,acerto_1,acerto_2,chutes_1,chutes_2,defesas_1,defesas_2,y_cards_1,y_cards_2,r_cards_1,r_cards_2,faltas_1,faltas_2,escanteios_1,escanteios_2,cruzamentos_1,cruzamentos_2,contatos_1,contatos_2,jogada_aerea_1,jogada_aerea_2,defesas_1,defesas_2,impedimento_1,impedimento_2,tiro_meta_1,tiro_meta_2,lateral_1,lateral_2,home_away,league
BayerLeverkusen,Augsburg," sábado Agosto 13, 2022",1,2,0.66,0.34,0.79,0.56,0.42,0.67,14,39,1,6,0,0,7,15,7,3,32,10,699,418,17,22,14,39,3,2,3,15,21,20,home,Bundesliga
Augsburg,BayerLeverkusen," sábado Agosto 13, 2022",2,1,0.34,0.66,0.56,0.79,0.67,0.42,39,14,6,1,0,0,15,7,3,7,10,32,418,699,22,17,39,14,2,3,15,3,20,21,away,Bundesliga
RBLeipzig,Köln," sábado Agosto 13, 2022",2,2,0.52,0.48,0.82,0.77,0.56,0.31,15,10,1,4,1,0,8,18,2,7,11,20,592,534,13,13,15,10,1,1,11,7,29,20,home,Bundesliga
Köln,RBLeipzig," sábado Agosto 13, 2022",2,2,0.48,0.52,0.77,0.82,0.31,0.56,10,15,4,1,0,1,18,8,7,2,20,11,534,592,13,13,10,15,1,1,7,11,20,29,away,Bundesliga
HerthaBSC,EintrachtFrankfurt," sábado Agosto 13, 2022",1,1,0.39,0.61,0.69,0.75,0.42,0.09,28,9,3,1,0,0,11,11,4,5,12,20,463,629,19,12,28,9,1,3,12,8,20,25,home,Bundesliga
EintrachtFrankfurt,HerthaBSC," sábado Agosto 13, 2022",1,1,0.61,0.39,0.75,0.69,0.09,0.42,9,28,1,3,0,0,11,11,5,4,20,12,629,463,12,19,9,28,3,1,8,12,25,20,away,Bundesliga
Schalke04,Mönchengladbach," sábado Agosto 13, 2022",2,2,0.33,0.67,0.69,0.83,0.27,0.57,16,25,4,2,0,0,12,8,2,7,22,15,414,720,5,16,16,25,2,4,4,9,21,15,home,Bundesliga
Mönchengladbach,Schalke04," sábado Agosto 13, 2022",2,2,0.67,0.33,0.83,0.69,0.57,0.27,25,16,2,4,0,0,8,12,7,2,15,22,720,414,16,5,25,16,4,2,9,4,15,21,away,Bundesliga
Mainz05,UnionBerlin," domingo Agosto 14, 2022",0,0,0.49,0.51,0.74,0.74,0.45,0.2,19,17,1,0,0,0,9,14,4,4,14,13,537,539,23,29,19,17,1,0,9,8,22,32,home,Bundesliga
UnionBerlin,Mainz05," domingo Agosto 14, 2022",0,0,0.51,0.49,0.74,0.74,0.2,0.45,17,19,0,1,0,0,14,9,4,4,13,14,539,537,29,23,17,19,0,1,8,9,32,22,away,Bundesliga
BayernMünchen,Wolfsburg," domingo Agosto 14, 2022",2,0,0.68,0.32,0.85,0.69,0.33,0.25,11,27,2,1,0,0,7,10,8,4,20,10,756,428,10,14,11,27,6,2,6,7,23,19,home,Bundesliga
Wolfsburg,BayernMünchen," domingo Agosto 14, 2022",0,2,0.32,0.68,0.69,0.85,0.25,0.33,27,11,1,2,0,0,10,7,4,8,10,20,428,756,14,10,27,11,2,6,7,6,19,23,away,Bundesliga
Mönchengladbach,HerthaBSC," sexta-feira Agosto 19, 2022",1,0,0.64,0.36,0.83,0.74,0.44,0.24,12,14,1,2,0,0,7,11,5,5,13,12,735,472,8,6,12,14,2,5,14,3,29,16,home,Bundesliga
HerthaBSC,Mönchengladbach," sexta-feira Agosto 19, 2022",0,1,0.36,0.64,0.74,0.83,0.24,0.44,14,12,2,1,0,0,11,7,5,5,12,13,472,735,6,8,14,12,5,2,3,14,16,29,away,Bundesliga
BayerLeverkusen,Hoffenheim," sábado Agosto 20, 2022",0,3,0.56,0.44,0.81,0.77,0.21,0.5,10,13,1,4,0,0,14,17,3,1,17,13,577,497,6,10,10,13,1,2,6,8,31,19,home,Bundesliga
Hoffenheim,BayerLeverkusen," sábado Agosto 20, 2022",3,0,0.44,0.56,0.77,0.81,0.5,0.21,13,10,4,1,0,0,17,14,1,3,13,17,497,577,10,6,13,10,2,1,8,6,19,31,away,Bundesliga
Augsburg,Mainz05," sábado Agosto 20, 2022",1,2,0.5,0.5,0.68,0.72,0.29,0.42,18,12,2,2,0,0,13,19,3,3,10,18,520,529,8,26,18,12,1,4,11,3,24,31,home,Bundesliga
Mainz05,Augsburg," sábado Agosto 20, 2022",2,1,0.5,0.5,0.72,0.68,0.42,0.29,12,18,2,2,0,0,19,13,3,3,18,10,529,520,26,8,12,18,4,1,3,11,31,24,away,Bundesliga
Stuttgart,Freiburg," sábado Agosto 20, 2022",0,1,0.6,0.4,0.82,0.74,0.24,0.33,8,22,4,2,0,0,8,12,3,1,19,8,682,495,23,24,8,22,2,3,7,7,21,14,home,Bundesliga
Freiburg,Stuttgart," sábado Agosto 20, 2022",1,0,0.4,0.6,0.74,0.82,0.33,0.24,22,8,2,4,0,0,12,8,1,3,8,19,495,682,24,23,22,8,3,2,7,7,14,21,away,Bundesliga
Dortmund,WerderBremen," sábado Agosto 20, 2022",2,3,0.5,0.5,0.76,0.75,0.67,0.5,17,21,4,1,0,0,13,9,3,5,10,11,589,582,10,14,17,21,7,3,9,8,28,21,home,Bundesliga
WerderBremen,Dortmund," sábado Agosto 20, 2022",3,2,0.5,0.5,0.75,0.76,0.5,0.67,21,17,1,4,0,0,9,13,5,3,11,10,582,589,14,10,21,17,3,7,8,9,21,28,away,Bundesliga
Wolfsburg,Schalke04," sábado Agosto 20, 2022",0,0,0.71,0.29,0.82,0.59,0.35,0.11,26,44,1,3,0,0,13,10,12,4,36,11,773,410,24,17,26,44,2,8,5,7,20,18,home,Bundesliga
Schalke04,Wolfsburg," sábado Agosto 20, 2022",0,0,0.29,0.71,0.59,0.82,0.11,0.35,44,26,3,1,0,0,10,13,4,12,11,36,410,773,17,24,44,26,8,2,7,5,18,20,away,Bundesliga
UnionBerlin,RBLeipzig," sábado Agosto 20, 2022",2,1,0.27,0.73,0.63,0.84,0.29,0.06,39,9,2,1,0,0,15,8,1,13,12,30,408,875,17,13,39,9,5,3,6,4,11,24,home,Bundesliga
RBLeipzig,UnionBerlin," sábado Agosto 20, 2022",1,2,0.73,0.27,0.84,0.63,0.06,0.29,9,39,1,2,0,0,8,15,13,1,30,12,875,408,13,17,9,39,3,5,4,6,24,11,away,Bundesliga
EintrachtFrankfurt,Köln," domingo Agosto 21, 2022",1,1,0.54,0.46,0.73,0.66,0.33,0.4,32,24,0,1,0,0,16,11,5,9,17,22,580,520,13,18,32,24,3,4,6,7,30,18,home,Bundesliga
Köln,EintrachtFrankfurt," domingo Agosto 21, 2022",1,1,0.46,0.54,0.66,0.73,0.4,0.33,24,32,1,0,0,0,11,16,9,5,22,17,520,580,18,13,24,32,4,3,7,6,18,30,away,Bundesliga
Bochum,BayernMünchen," domingo Agosto 21, 2022",0,7,0.36,0.64,0.72,0.85,0.54,0.52,19,14,1,0,0,0,10,6,5,5,18,10,409,649,14,9,19,14,3,5,7,9,19,16,home,Bundesliga
BayernMünchen,Bochum," domingo Agosto 21, 2022",7,0,0.64,0.36,0.85,0.72,0.52,0.54,14,19,0,1,0,0,6,10,5,5,10,18,649,409,9,14,14,19,5,3,9,7,16,19,away,Bundesliga
Freiburg,Bochum," sexta-feira Agosto 26, 2022",1,0,0.48,0.52,0.7,0.7,0.43,0.33,19,21,2,2,0,0,15,13,2,5,17,23,533,545,31,29,19,21,0,0,6,14,29,18,home,Bundesliga
Bochum,Freiburg," sexta-feira Agosto 26, 2022",0,1,0.52,0.48,0.7,0.7,0.33,0.43,21,19,2,2,0,0,13,15,5,2,23,17,545,533,29,31,21,19,0,0,14,6,18,29,away,Bundesliga
Hoffenheim,Augsburg," sábado Agosto 27, 2022",1,0,0.5,0.5,0.76,0.72,0.24,0.09,16,13,1,1,0,0,14,9,4,6,18,20,561,550,15,14,16,13,3,2,10,19,18,29,home,Bundesliga
Augsburg,Hoffenheim," sábado Agosto 27, 2022",0,1,0.5,0.5,0.72,0.76,0.09,0.24,13,16,1,1,0,0,9,14,6,4,20,18,550,561,14,15,13,16,2,3,19,10,29,18,away,Bundesliga
Mainz05,BayerLeverkusen," sábado Agosto 27, 2022",0,3,0.61,0.39,0.82,0.74,0.17,0.63,7,31,1,6,0,0,10,12,3,4,20,8,729,535,10,16,7,31,1,3,2,7,29,22,home,Bundesliga
BayerLeverkusen,Mainz05," sábado Agosto 27, 2022",3,0,0.39,0.61,0.74,0.82,0.63,0.17,31,7,6,1,0,0,12,10,4,3,8,20,535,729,16,10,31,7,3,1,7,2,22,29,away,Bundesliga
RBLeipzig,Wolfsburg," sábado Agosto 27, 2022",2,0,0.43,0.57,0.74,0.81,0.4,0.44,17,15,3,3,0,0,20,15,8,4,17,16,494,647,12,12,17,15,1,1,9,11,22,17,home,Bundesliga
Wolfsburg,RBLeipzig," sábado Agosto 27, 2022",0,2,0.57,0.43,0.81,0.74,0.44,0.4,15,17,3,3,0,0,15,20,4,8,16,17,647,494,12,12,15,17,1,1,11,9,17,22,away,Bundesliga
Schalke04,UnionBerlin," sábado Agosto 27, 2022",1,6,0.59,0.41,0.77,0.67,0.4,0.58,17,29,1,0,0,0,9,10,8,2,34,13,625,460,30,21,17,29,0,3,6,8,21,16,home,Bundesliga
UnionBerlin,Schalke04," sábado Agosto 27, 2022",6,1,0.41,0.59,0.67,0.77,0.58,0.4,29,17,0,1,0,0,10,9,2,8,13,34,460,625,21,30,29,17,3,0,8,6,16,21,away,Bundesliga
HerthaBSC,Dortmund," sábado Agosto 27, 2022",0,1,0.38,0.62,0.75,0.84,0.23,0.27,19,11,1,0,0,0,8,9,6,10,11,24,507,740,15,12,19,11,1,0,10,6,13,20,home,Bundesliga
Dortmund,HerthaBSC," sábado Agosto 27, 2022",1,0,0.62,0.38,0.84,0.75,0.27,0.23,11,19,0,1,0,0,9,8,10,6,24,11,740,507,12,15,11,19,0,1,6,10,20,13,away,Bundesliga
BayernMünchen,Mönchengladbach," sábado Agosto 27, 2022",1,1,0.69,0.31,0.85,0.69,0.61,0.6,7,42,4,2,0,0,13,7,14,1,33,4,786,428,12,7,7,42,7,0,5,11,20,12,home,Bundesliga
Mönchengladbach,BayernMünchen," sábado Agosto 27, 2022",1,1,0.31,0.69,0.69,0.85,0.6,0.61,42,7,2,4,0,0,7,13,1,14,4,33,428,786,7,12,42,7,0,7,11,5,12,20,away,Bundesliga
Köln,Stuttgart," domingo Agosto 28, 2022",0,0,0.63,0.37,0.79,0.72,0.14,0.36,23,22,2,2,0,1,14,11,6,8,23,19,626,419,15,14,23,22,1,0,10,6,33,26,home,Bundesliga
Stuttgart,Köln," domingo Agosto 28, 2022",0,0,0.37,0.63,0.72,0.79,0.36,0.14,22,23,2,2,1,0,11,14,8,6,19,23,419,626,14,15,22,23,0,1,6,10,26,33,away,Bundesliga
WerderBremen,EintrachtFrankfurt," domingo Agosto 28, 2022",3,4,0.54,0.46,0.73,0.7,0.33,0.6,19,11,1,2,0,0,17,18,5,7,12,17,622,531,13,11,19,11,3,5,8,7,18,30,home,Bundesliga
EintrachtFrankfurt,WerderBremen," domingo Agosto 28, 2022",4,3,0.46,0.54,0.7,0.73,0.6,0.33,11,19,2,1,0,0,18,17,7,5,17,12,531,622,11,13,11,19,5,3,7,8,30,18,away,Bundesliga
Dortmund,Hoffenheim," sexta-feira Setembro 2, 2022",1,0,0.49,0.51,0.8,0.8,0.33,0.29,16,13,3,4,0,0,14,15,5,8,17,26,606,601,11,11,16,13,2,2,5,9,17,29,home,Bundesliga
Hoffenheim,Dortmund," sexta-feira Setembro 2, 2022",0,1,0.51,0.49,0.8,0.8,0.29,0.33,13,16,4,3,0,0,15,14,8,5,26,17,601,606,11,11,13,16,2,2,9,5,29,17,away,Bundesliga
Stuttgart,Schalke04," sábado Setembro 3, 2022",1,1,0.43,0.57,0.73,0.75,0.23,0.17,37,16,4,2,0,0,11,10,5,7,14,25,518,614,19,10,37,16,2,1,10,9,15,20,home,Bundesliga
Schalke04,Stuttgart," sábado Setembro 3, 2022",1,1,0.57,0.43,0.75,0.73,0.17,0.23,16,37,2,4,0,0,10,11,7,5,25,14,614,518,10,19,16,37,1,2,9,10,20,15,away,Bundesliga
Bochum,WerderBremen," sábado Setembro 3, 2022",0,2,0.5,0.5,0.65,0.63,0.26,0.4,24,34,2,2,0,0,15,10,7,3,27,14,540,546,21,26,24,34,3,6,2,14,23,22,home,Bundesliga
WerderBremen,Bochum," sábado Setembro 3, 2022",2,0,0.5,0.5,0.63,0.65,0.4,0.26,34,24,2,2,0,0,10,15,3,7,14,27,546,540,26,21,34,24,6,3,14,2,22,23,away,Bundesliga
UnionBerlin,BayernMünchen," sábado Setembro 3, 2022",1,1,0.26,0.74,0.55,0.86,0.29,0.29,21,24,1,2,0,0,19,7,5,7,17,17,395,892,15,22,21,24,0,2,10,5,18,17,home,Bundesliga
BayernMünchen,UnionBerlin," sábado Setembro 3, 2022",1,1,0.74,0.26,0.86,0.55,0.29,0.29,24,21,2,1,0,0,7,19,7,5,17,17,892,395,22,15,24,21,2,0,5,10,17,18,away,Bundesliga
BayerLeverkusen,Freiburg," sábado Setembro 3, 2022",2,3,0.5,0.5,0.82,0.82,0.4,0.5,14,18,2,2,0,0,15,10,8,4,19,12,535,551,10,12,14,18,2,1,3,3,19,15,home,Bundesliga
Freiburg,BayerLeverkusen," sábado Setembro 3, 2022",3,2,0.5,0.5,0.82,0.82,0.5,0.4,18,14,2,2,0,0,10,15,4,8,12,19,551,535,12,10,18,14,1,2,3,3,15,19,away,Bundesliga
Wolfsburg,Köln," sábado Setembro 3, 2022",2,4,0.51,0.49,0.75,0.76,0.33,0.24,13,20,2,1,0,0,13,14,5,4,24,15,559,555,20,15,13,20,2,4,15,2,30,22,home,Bundesliga
Köln,Wolfsburg," sábado Setembro 3, 2022",4,2,0.49,0.51,0.76,0.75,0.24,0.33,20,13,1,2,0,0,14,13,4,5,15,24,555,559,15,20,20,13,4,2,2,15,22,30,away,Bundesliga
EintrachtFrankfurt,RBLeipzig," sábado Setembro 3, 2022",4,0,0.44,0.56,0.8,0.82,0.62,0.0,17,27,1,1,0,0,14,11,4,3,10,20,579,678,6,8,17,27,4,0,8,5,18,16,home,Bundesliga
RBLeipzig,EintrachtFrankfurt," sábado Setembro 3, 2022",0,4,0.56,0.44,0.82,0.8,0.0,0.62,27,17,1,1,0,0,11,14,3,4,20,10,678,579,8,6,27,17,0,4,5,8,16,18,away,Bundesliga
Augsburg,HerthaBSC," domingo Setembro 4, 2022",0,2,0.48,0.52,0.69,0.76,0.14,0.4,11,22,2,1,0,0,12,15,5,1,17,17,511,569,19,21,11,22,3,3,13,5,29,25,home,Bundesliga
HerthaBSC,Augsburg," domingo Setembro 4, 2022",2,0,0.52,0.48,0.76,0.69,0.4,0.14,22,11,1,2,0,0,15,12,1,5,17,17,569,511,21,19,22,11,3,3,5,13,25,29,away,Bundesliga
Mönchengladbach,Mainz05," domingo Setembro 4, 2022",0,1,0.53,0.47,0.79,0.74,0.14,0.36,30,14,1,4,1,0,8,15,4,8,13,32,597,524,17,15,30,14,3,5,11,7,24,18,home,Bundesliga
Mainz05,Mönchengladbach," domingo Setembro 4, 2022",1,0,0.47,0.53,0.74,0.79,0.36,0.14,14,30,4,1,0,1,15,8,8,4,32,13,524,597,15,17,14,30,5,3,7,11,18,24,away,Bundesliga
WerderBremen,Augsburg," sexta-feira Setembro 9, 2022",0,1,0.68,0.32,0.77,0.51,0.55,0.4,21,23,4,5,0,0,12,13,3,7,16,16,699,403,24,21,21,23,1,5,8,5,20,32,home,Bundesliga
Augsburg,WerderBremen," sexta-feira Setembro 9, 2022",1,0,0.32,0.68,0.51,0.77,0.4,0.55,23,21,5,4,0,0,13,12,7,3,16,16,403,699,21,24,23,21,5,1,5,8,32,20,away,Bundesliga
BayernMünchen,Stuttgart," sábado Setembro 10, 2022",2,2,0.66,0.34,0.88,0.74,0.32,0.33,8,10,2,5,0,0,12,9,3,0,8,9,770,442,6,9,8,10,2,0,5,11,20,23,home,Bundesliga
Stuttgart,BayernMünchen," sábado Setembro 10, 2022",2,2,0.34,0.66,0.74,0.88,0.33,0.32,10,8,5,2,0,0,9,12,0,3,9,8,442,770,9,6,10,8,0,2,11,5,23,20,away,Bundesliga
EintrachtFrankfurt,Wolfsburg," sábado Setembro 10, 2022",0,1,0.62,0.38,0.8,0.73,0.0,0.43,12,33,2,4,0,0,16,13,10,5,26,13,654,459,12,9,12,33,3,2,5,10,22,19,home,Bundesliga
Wolfsburg,EintrachtFrankfurt," sábado Setembro 10, 2022",1,0,0.38,0.62,0.73,0.8,0.43,0.0,33,12,4,2,0,0,13,16,5,10,13,26,459,654,9,12,33,12,2,3,10,5,19,22,away,Bundesliga
HerthaBSC,BayerLeverkusen," sábado Setembro 10, 2022",2,2,0.42,0.58,0.71,0.76,0.35,0.45,17,14,3,1,0,0,15,16,3,5,14,18,486,602,27,16,17,14,1,0,7,7,16,26,home,Bundesliga
BayerLeverkusen,HerthaBSC," sábado Setembro 10, 2022",2,2,0.58,0.42,0.76,0.71,0.45,0.35,14,17,1,3,0,0,16,15,5,3,18,14,602,486,16,27,14,17,0,1,7,7,26,16,away,Bundesliga
Hoffenheim,Mainz05," sábado Setembro 10, 2022",4,1,0.64,0.36,0.85,0.67,0.45,0.22,16,20,3,2,0,1,9,13,7,5,21,12,747,447,14,11,16,20,2,1,3,11,17,22,home,Bundesliga
Mainz05,Hoffenheim," sábado Setembro 10, 2022",1,4,0.36,0.64,0.67,0.85,0.22,0.45,20,16,2,3,1,0,13,9,5,7,12,21,447,747,11,14,20,16,1,2,11,3,22,17,away,Bundesliga
RBLeipzig,Dortmund," sábado Setembro 10, 2022",3,0,0.45,0.55,0.73,0.78,0.33,0.0,14,9,2,1,0,0,12,6,5,8,11,21,535,630,11,11,14,9,2,0,6,9,23,24,home,Bundesliga
Dortmund,RBLeipzig," sábado Setembro 10, 2022",0,3,0.55,0.45,0.78,0.73,0.0,0.33,9,14,1,2,0,0,6,12,8,5,21,11,630,535,11,11,9,14,0,2,9,6,24,23,away,Bundesliga
Schalke04,Bochum," sábado Setembro 10, 2022",3,1,0.45,0.55,0.69,0.67,0.4,0.2,35,12,2,3,0,0,11,16,3,8,15,36,494,534,14,15,35,12,1,2,9,5,22,22,home,Bundesliga
Bochum,Schalke04," sábado Setembro 10, 2022",1,3,0.55,0.45,0.67,0.69,0.2,0.4,12,35,3,2,0,0,16,11,8,3,36,15,534,494,15,14,12,35,2,1,5,9,22,22,away,Bundesliga
Köln,UnionBerlin," domingo Setembro 11, 2022",0,1,0.53,0.47,0.73,0.7,0.38,0.18,28,31,4,1,0,0,15,12,7,8,23,18,622,582,39,25,28,31,1,1,9,5,25,25,home,Bundesliga
UnionBerlin,Köln," domingo Setembro 11, 2022",1,0,0.47,0.53,0.7,0.73,0.18,0.38,31,28,1,4,0,0,12,15,8,7,18,23,582,622,25,39,31,28,1,1,5,9,25,25,away,Bundesliga
Freiburg,Mönchengladbach," domingo Setembro 11, 2022",0,0,0.43,0.57,0.73,0.84,0.58,0.36,6,26,1,1,0,0,13,6,7,6,22,14,527,691,18,18,6,26,3,3,8,9,17,14,home,Bundesliga
Mönchengladbach,Freiburg," domingo Setembro 11, 2022",0,0,0.57,0.43,0.84,0.73,0.36,0.58,26,6,1,1,0,0,6,13,6,7,14,22,691,527,18,18,26,6,3,3,9,8,14,17,away,Bundesliga
Mainz05,HerthaBSC," sexta-feira Setembro 16, 2022",1,1,0.57,0.43,0.67,0.64,0.18,0.5,13,30,3,5,0,0,12,10,4,3,16,7,633,525,20,21,13,30,4,2,7,7,33,20,home,Bundesliga
HerthaBSC,Mainz05," sexta-feira Setembro 16, 2022",1,1,0.43,0.57,0.64,0.67,0.5,0.18,30,13,5,3,0,0,10,12,3,4,7,16,525,633,21,20,30,13,2,4,7,7,20,33,away,Bundesliga
Dortmund,Schalke04," sábado Setembro 17, 2022Revierderby",1,0,0.65,0.35,0.79,0.62,0.29,0.0,16,33,3,2,0,0,12,14,11,2,32,11,725,434,23,16,16,33,3,3,3,13,21,28,home,Bundesliga
Schalke04,Dortmund," sábado Setembro 17, 2022Revierderby",0,1,0.35,0.65,0.62,0.79,0.0,0.29,33,16,2,3,0,0,14,12,2,11,11,32,434,725,16,23,33,16,3,3,13,3,28,21,away,Bundesliga
BayerLeverkusen,WerderBremen," sábado Setembro 17, 2022",1,1,0.54,0.46,0.81,0.79,0.37,0.37,17,26,2,3,0,0,5,14,9,6,20,14,652,595,15,13,17,26,1,2,4,12,26,14,home,Bundesliga
WerderBremen,BayerLeverkusen," sábado Setembro 17, 2022",1,1,0.46,0.54,0.79,0.81,0.37,0.37,26,17,3,2,0,0,14,5,6,9,14,20,595,652,13,15,26,17,2,1,12,4,14,26,away,Bundesliga
Stuttgart,EintrachtFrankfurt," sábado Setembro 17, 2022",1,3,0.56,0.44,0.78,0.76,0.13,0.62,13,33,2,0,0,0,9,11,7,4,25,9,676,578,18,6,13,33,4,1,4,10,25,21,home,Bundesliga
EintrachtFrankfurt,Stuttgart," sábado Setembro 17, 2022",3,1,0.44,0.56,0.76,0.78,0.62,0.13,33,13,0,2,0,0,11,9,4,7,9,25,578,676,6,18,33,13,1,4,10,4,21,25,away,Bundesliga
Augsburg,BayernMünchen," sábado Setembro 17, 2022",1,0,0.24,0.76,0.45,0.81,0.4,0.32,32,8,3,1,0,0,16,9,2,8,9,26,386,850,16,21,32,8,2,2,17,9,17,20,home,Bundesliga
BayernMünchen,Augsburg," sábado Setembro 17, 2022",0,1,0.76,0.24,0.81,0.45,0.32,0.4,8,32,1,3,0,0,9,16,8,2,26,9,850,386,21,16,8,32,2,2,9,17,20,17,away,Bundesliga
Mönchengladbach,RBLeipzig," sábado Setembro 17, 2022",3,0,0.45,0.55,0.82,0.83,0.48,0.42,21,18,2,2,0,0,14,14,8,3,11,21,587,669,6,6,21,18,0,1,4,5,20,21,home,Bundesliga
RBLeipzig,Mönchengladbach," sábado Setembro 17, 2022",0,3,0.55,0.45,0.83,0.82,0.42,0.48,18,21,2,2,0,0,14,14,3,8,21,11,669,587,6,6,18,21,1,0,5,4,21,20,away,Bundesliga
UnionBerlin,Wolfsburg," domingo Setembro 18, 2022",2,0,0.48,0.52,0.78,0.82,0.25,0.0,6,22,0,0,0,0,18,6,4,1,22,5,572,620,10,15,6,22,2,0,6,13,27,23,home,Bundesliga
Wolfsburg,UnionBerlin," domingo Setembro 18, 2022",0,2,0.52,0.48,0.82,0.78,0.0,0.25,22,6,0,0,0,0,6,18,1,4,5,22,620,572,15,10,22,6,0,2,13,6,23,27,away,Bundesliga
Bochum,Köln," domingo Setembro 18, 2022",1,1,0.35,0.65,0.67,0.8,0.0,0.17,34,10,0,1,0,0,12,8,4,8,7,45,456,719,16,21,34,10,1,3,11,7,19,32,home,Bundesliga
Köln,Bochum," domingo Setembro 18, 2022",1,1,0.65,0.35,0.8,0.67,0.17,0.0,10,34,1,0,0,0,8,12,8,4,45,7,719,456,21,16,10,34,3,1,7,11,32,19,away,Bundesliga
Hoffenheim,Freiburg," domingo Setembro 18, 2022",0,0,0.5,0.5,0.77,0.78,0.3,0.29,21,14,1,2,0,0,15,9,5,3,19,16,619,621,13,15,21,14,4,2,9,8,16,17,home,Bundesliga
Freiburg,Hoffenheim," domingo Setembro 18, 2022",0,0,0.5,0.5,0.78,0.77,0.29,0.3,14,21,2,1,0,0,9,15,3,5,16,19,621,619,15,13,14,21,2,4,8,9,17,16,away,Bundesliga
BayernMünchen,BayerLeverkusen," sexta-feira Setembro 30, 2022",4,0,0.62,0.38,0.88,0.84,0.45,0.5,7,25,0,0,0,0,10,6,6,2,15,8,775,536,8,12,7,25,0,0,5,12,17,11,home,Bundesliga
BayerLeverkusen,BayernMünchen," sexta-feira Setembro 30, 2022",0,4,0.38,0.62,0.84,0.88,0.5,0.45,25,7,0,0,0,0,6,10,2,6,8,15,536,775,12,8,25,7,0,0,12,5,11,17,away,Bundesliga
Freiburg,Mainz05," sábado Outubro 1, 2022",2,1,0.53,0.47,0.76,0.7,0.46,0.4,29,14,2,4,0,0,9,15,5,5,14,15,635,581,28,16,29,14,0,2,7,8,21,15,home,Bundesliga
Mainz05,Freiburg," sábado Outubro 1, 2022",1,2,0.47,0.53,0.7,0.76,0.4,0.46,14,29,4,2,0,0,15,9,5,5,15,14,581,635,16,28,14,29,2,0,8,7,15,21,away,Bundesliga
EintrachtFrankfurt,UnionBerlin," sábado Outubro 1, 2022",2,0,0.47,0.53,0.77,0.75,0.31,0.31,30,8,3,4,0,0,4,11,4,7,7,30,636,663,17,17,30,8,0,2,9,6,26,26,home,Bundesliga
UnionBerlin,EintrachtFrankfurt," sábado Outubro 1, 2022",0,2,0.53,0.47,0.75,0.77,0.31,0.31,8,30,4,3,0,0,11,4,7,4,30,7,663,636,17,17,8,30,2,0,6,9,26,26,away,Bundesliga
Köln,Dortmund," sábado Outubro 1, 2022",3,2,0.42,0.58,0.75,0.81,0.48,0.36,27,14,4,3,0,0,14,9,7,11,16,25,521,649,10,13,27,14,9,3,6,7,15,20,home,Bundesliga
Dortmund,Köln," sábado Outubro 1, 2022",2,3,0.58,0.42,0.81,0.75,0.36,0.48,14,27,3,4,0,0,9,14,11,7,25,16,649,521,13,10,14,27,3,9,7,6,20,15,away,Bundesliga
Wolfsburg,Stuttgart," sábado Outubro 1, 2022",3,2,0.57,0.43,0.79,0.76,0.32,0.5,12,20,3,5,0,0,16,14,8,5,22,17,579,495,14,9,12,20,1,0,9,14,20,17,home,Bundesliga
Stuttgart,Wolfsburg," sábado Outubro 1, 2022",2,3,0.43,0.57,0.76,0.79,0.5,0.32,20,12,5,3,0,0,14,16,5,8,17,22,495,579,9,14,20,12,0,1,14,9,17,20,away,Bundesliga
RBLeipzig,Bochum," sábado Outubro 1, 2022",4,0,0.7,0.3,0.89,0.71,0.53,0.5,6,21,0,2,0,0,8,8,7,2,16,10,874,438,5,11,6,21,2,0,2,12,25,15,home,Bundesliga
Bochum,RBLeipzig," sábado Outubro 1, 2022",0,4,0.3,0.7,0.71,0.89,0.5,0.53,21,6,2,0,0,0,8,8,2,7,10,16,438,874,11,5,21,6,0,2,12,2,15,25,away,Bundesliga
WerderBremen,Mönchengladbach," sábado Outubro 1, 2022",5,1,0.47,0.53,0.81,0.83,0.57,0.62,10,18,0,1,0,0,8,8,4,5,20,13,586,640,7,11,10,18,0,3,7,7,15,22,home,Bundesliga
Mönchengladbach,WerderBremen," sábado Outubro 1, 2022",1,5,0.53,0.47,0.83,0.81,0.62,0.57,18,10,1,0,0,0,8,8,5,4,13,20,640,586,11,7,18,10,3,0,7,7,22,15,away,Bundesliga
HerthaBSC,Hoffenheim," domingo Outubro 2, 2022",1,1,0.43,0.57,0.73,0.77,0.36,0.25,16,18,2,1,0,0,5,15,2,6,15,18,519,635,14,16,16,18,1,4,7,10,23,21,home,Bundesliga
Hoffenheim,HerthaBSC," domingo Outubro 2, 2022",1,1,0.57,0.43,0.77,0.73,0.25,0.36,18,16,1,2,0,0,15,5,6,2,18,15,635,519,16,14,18,16,4,1,10,7,21,23,away,Bundesliga
Schalke04,Augsburg," domingo Outubro 2, 2022",2,3,0.56,0.44,0.63,0.57,0.35,0.5,31,41,2,6,0,0,11,10,8,4,41,16,543,473,31,31,31,41,3,0,6,11,26,18,home,Bundesliga
Augsburg,Schalke04," domingo Outubro 2, 2022",3,2,0.44,0.56,0.57,0.63,0.5,0.35,41,31,6,2,0,0,10,11,4,8,16,41,473,543,31,31,41,31,0,3,11,6,18,26,away,Bundesliga
